Date,Close
01/07/2013 16:00:00,108.06
02/07/2013 16:00:00,106.4
03/07/2013 16:00:00,107.2
05/07/2013 16:00:00,108.66
08/07/2013 16:00:00,109.17
09/07/2013 16:00:00,109.57
10/07/2013 16:00:00,111.52
11/07/2013 16:00:00,113.1
12/07/2013 16:00:00,112.53
15/07/2013 16:00:00,114.37
16/07/2013 16:00:00,112.6
17/07/2013 16:00:00,114.08
18/07/2013 16:00:00,115.39
19/07/2013 16:00:00,115.55
22/07/2013 16:00:00,115.65
23/07/2013 16:00:00,117.92
24/07/2013 16:00:00,119.12
25/07/2013 16:00:00,119.5
26/07/2013 16:00:00,120
29/07/2013 16:00:00,119.99
30/07/2013 16:00:00,120.09
31/07/2013 16:00:00,120.12
01/08/2013 16:00:00,122.17
02/08/2013 16:00:00,123.77
05/08/2013 16:00:00,124.15
06/08/2013 16:00:00,124.26
07/08/2013 16:00:00,124.54
08/08/2013 16:00:00,124.64
09/08/2013 16:00:00,124.02
12/08/2013 16:00:00,123
13/08/2013 16:00:00,124.06
14/08/2013 16:00:00,123.62
15/08/2013 16:00:00,122.13
16/08/2013 16:00:00,122.2
19/08/2013 16:00:00,121.91
20/08/2013 16:00:00,122.41
21/08/2013 16:00:00,122.93
22/08/2013 16:00:00,123.71
23/08/2013 16:00:00,126
26/08/2013 16:00:00,125.19
27/08/2013 16:00:00,123.14
28/08/2013 16:00:00,123.3
29/08/2013 16:00:00,122.34
30/08/2013 16:00:00,122.42
03/09/2013 16:00:00,123.63
04/09/2013 16:00:00,124.27
05/09/2013 16:00:00,124.14
06/09/2013 16:00:00,123.73
09/09/2013 16:00:00,124.07
10/09/2013 16:00:00,125.07
11/09/2013 16:00:00,126.57
12/09/2013 16:00:00,126.54
13/09/2013 16:00:00,127.25
16/09/2013 16:00:00,128.46
17/09/2013 16:00:00,129.64
18/09/2013 16:00:00,130.84
19/09/2013 16:00:00,130.39
20/09/2013 16:00:00,128
23/09/2013 16:00:00,127.62
24/09/2013 16:00:00,128.14
25/09/2013 16:00:00,127.86
26/09/2013 16:00:00,129.85
27/09/2013 16:00:00,129.24
30/09/2013 16:00:00,127.55
01/10/2013 16:00:00,127.5
02/10/2013 16:00:00,125.08
03/10/2013 16:00:00,122.83
04/10/2013 16:00:00,122.5
07/10/2013 16:00:00,123.56
08/10/2013 16:00:00,122.46
09/10/2013 16:00:00,122.03
10/10/2013 16:00:00,126.68
11/10/2013 16:00:00,126.17
14/10/2013 16:00:00,127.5
15/10/2013 16:00:00,125.9
16/10/2013 16:00:00,127.86
17/10/2013 16:00:00,129.36
18/10/2013 16:00:00,128.9
21/10/2013 16:00:00,125.3
22/10/2013 16:00:00,130.05
23/10/2013 16:00:00,131.98
24/10/2013 16:00:00,132.62
25/10/2013 16:00:00,134
28/10/2013 16:00:00,133.23
29/10/2013 16:00:00,133.66
30/10/2013 16:00:00,133.72
31/10/2013 16:00:00,133.34
01/11/2013 16:00:00,134.55
04/11/2013 16:00:00,135.74
05/11/2013 16:00:00,135.47
06/11/2013 16:00:00,136.87
07/11/2013 16:00:00,136.2
08/11/2013 16:00:00,138.11
11/11/2013 16:00:00,137.15
12/11/2013 16:00:00,137.23
13/11/2013 16:00:00,137.26
14/11/2013 16:00:00,138.29
15/11/2013 16:00:00,137.45
18/11/2013 16:00:00,137.85
19/11/2013 16:00:00,138.97
20/11/2013 16:00:00,137.19
21/11/2013 16:00:00,138.67
22/11/2013 16:00:00,140.88
25/11/2013 16:00:00,141.76
26/11/2013 16:00:00,143.06
27/11/2013 16:00:00,143.94
29/11/2013 16:00:00,141.67
02/12/2013 16:00:00,139.7
03/12/2013 16:00:00,138.77
04/12/2013 16:00:00,136.23
05/12/2013 16:00:00,136.66
06/12/2013 16:00:00,138.19
09/12/2013 16:00:00,138.93
10/12/2013 16:00:00,139.31
11/12/2013 16:00:00,137.46
12/12/2013 16:00:00,137.98
13/12/2013 16:00:00,139.03
16/12/2013 16:00:00,140.05
17/12/2013 16:00:00,140.85
18/12/2013 16:00:00,143.73
19/12/2013 16:00:00,142.99
20/12/2013 16:00:00,144.21
23/12/2013 16:00:00,145.06
24/12/2013 16:00:00,146.14
26/12/2013 16:00:00,148.84
27/12/2013 16:00:00,148.13
30/12/2013 16:00:00,146.98
31/12/2013 16:00:00,148.66
02/01/2014 16:00:00,146.07
03/01/2014 16:00:00,147.06
06/01/2014 16:00:00,146.28
07/01/2014 16:00:00,148.61
08/01/2014 16:00:00,148.5
09/01/2014 16:00:00,148.73
10/01/2014 16:00:00,149.45
13/01/2014 16:00:00,150.92
14/01/2014 16:00:00,151.42
15/01/2014 16:00:00,153.5
16/01/2014 16:00:00,153.49
17/01/2014 16:00:00,153.82
21/01/2014 16:00:00,154.1
22/01/2014 16:00:00,156.65
23/01/2014 16:00:00,150.49
24/01/2014 16:00:00,147.76
27/01/2014 16:00:00,147.02
28/01/2014 16:00:00,148.28
29/01/2014 16:00:00,147.35
30/01/2014 16:00:00,148.66
31/01/2014 16:00:00,150.91
03/02/2014 16:00:00,147.74
04/02/2014 16:00:00,148.18
05/02/2014 16:00:00,150.39
06/02/2014 16:00:00,151.74
07/02/2014 16:00:00,155.13
10/02/2014 16:00:00,153.98
11/02/2014 16:00:00,157.56
12/02/2014 16:00:00,158.92
13/02/2014 16:00:00,159.8
14/02/2014 16:00:00,162.89
18/02/2014 16:00:00,162.7
19/02/2014 16:00:00,162.65
20/02/2014 16:00:00,164.27
21/02/2014 16:00:00,164.33
24/02/2014 16:00:00,166.14
25/02/2014 16:00:00,163.61
26/02/2014 16:00:00,160.83
27/02/2014 16:00:00,161.44
28/02/2014 16:00:00,162.3
03/03/2014 16:00:00,163.55
04/03/2014 16:00:00,165.64
05/03/2014 16:00:00,166.82
06/03/2014 16:00:00,166.84
07/03/2014 16:00:00,166.57
10/03/2014 16:00:00,165.48
11/03/2014 16:00:00,163.8
12/03/2014 16:00:00,163.86
13/03/2014 16:00:00,162.83
14/03/2014 16:00:00,162.42
17/03/2014 16:00:00,164.07
18/03/2014 16:00:00,163.98
19/03/2014 16:00:00,160.9
20/03/2014 16:00:00,159.93
21/03/2014 16:00:00,157.4
24/03/2014 16:00:00,158.19
25/03/2014 16:00:00,160.57
26/03/2014 16:00:00,159.64
27/03/2014 16:00:00,158.88
28/03/2014 16:00:00,160.54
31/03/2014 16:00:00,163.24
01/04/2014 16:00:00,163.71
02/04/2014 16:00:00,164.7
03/04/2014 16:00:00,163.75
04/04/2014 16:00:00,159.61
07/04/2014 16:00:00,157.74
08/04/2014 16:00:00,156.65
09/04/2014 16:00:00,158.83
10/04/2014 16:00:00,155.43
11/04/2014 16:00:00,153.82
14/04/2014 16:00:00,155.82
15/04/2014 16:00:00,157.39
16/04/2014 16:00:00,159.44
17/04/2014 16:00:00,160.25
21/04/2014 16:00:00,161.49
22/04/2014 16:00:00,156.69
23/04/2014 16:00:00,161.98
24/04/2014 16:00:00,160.62
25/04/2014 16:00:00,161.09
28/04/2014 16:00:00,161.37
29/04/2014 16:00:00,161.99
30/04/2014 16:00:00,164.14
01/05/2014 16:00:00,162.85
02/05/2014 16:00:00,163.9
05/05/2014 16:00:00,165.12
06/05/2014 16:00:00,163.49
07/05/2014 16:00:00,164.2
08/05/2014 16:00:00,164.39
09/05/2014 16:00:00,165.18
12/05/2014 16:00:00,166.92
13/05/2014 16:00:00,167.64
14/05/2014 16:00:00,165.26
15/05/2014 16:00:00,163.54
16/05/2014 16:00:00,162.1
19/05/2014 16:00:00,162.3
20/05/2014 16:00:00,160.57
21/05/2014 16:00:00,161.89
22/05/2014 16:00:00,161.82
23/05/2014 16:00:00,162.64
27/05/2014 16:00:00,162.95
28/05/2014 16:00:00,162.1
29/05/2014 16:00:00,163.15
30/05/2014 16:00:00,163.65
02/06/2014 16:00:00,164.11
03/06/2014 16:00:00,163.89
04/06/2014 16:00:00,164.52
05/06/2014 16:00:00,166.33
06/06/2014 16:00:00,167.17
09/06/2014 16:00:00,168.08
10/06/2014 16:00:00,167.34
11/06/2014 16:00:00,164.53
12/06/2014 16:00:00,162.64
13/06/2014 16:00:00,164.04
16/06/2014 16:00:00,165.14
17/06/2014 16:00:00,164.24
18/06/2014 16:00:00,163.79
