Date,Close
01/07/2013 16:00:00,83.35
02/07/2013 16:00:00,82.17
03/07/2013 16:00:00,82.93
05/07/2013 16:00:00,83.95
08/07/2013 16:00:00,85.09
09/07/2013 16:00:00,85.53
10/07/2013 16:00:00,86.9
11/07/2013 16:00:00,87.75
12/07/2013 16:00:00,88.02
15/07/2013 16:00:00,88.26
16/07/2013 16:00:00,87.21
17/07/2013 16:00:00,87.6
18/07/2013 16:00:00,88.12
19/07/2013 16:00:00,88.36
22/07/2013 16:00:00,88.44
23/07/2013 16:00:00,88.76
24/07/2013 16:00:00,90.3
25/07/2013 16:00:00,90.41
26/07/2013 16:00:00,90.56
29/07/2013 16:00:00,91.39
30/07/2013 16:00:00,90.94
31/07/2013 16:00:00,92.06
01/08/2013 16:00:00,93.09
02/08/2013 16:00:00,94.89
05/08/2013 16:00:00,95.42
06/08/2013 16:00:00,94.88
07/08/2013 16:00:00,95.83
08/08/2013 16:00:00,95.61
09/08/2013 16:00:00,95.49
12/08/2013 16:00:00,94.93
13/08/2013 16:00:00,95.26
14/08/2013 16:00:00,94.87
15/08/2013 16:00:00,93.79
16/08/2013 16:00:00,94.02
19/08/2013 16:00:00,93.74
20/08/2013 16:00:00,93.74
21/08/2013 16:00:00,94
22/08/2013 16:00:00,94.03
23/08/2013 16:00:00,94.57
26/08/2013 16:00:00,94.55
27/08/2013 16:00:00,92.93
28/08/2013 16:00:00,92.95
29/08/2013 16:00:00,93.06
30/08/2013 16:00:00,92.27
03/09/2013 16:00:00,93.14
04/09/2013 16:00:00,93.56
05/09/2013 16:00:00,93.56
06/09/2013 16:00:00,93.12
09/09/2013 16:00:00,93.51
10/09/2013 16:00:00,94.45
11/09/2013 16:00:00,95.11
12/09/2013 16:00:00,95.74
13/09/2013 16:00:00,96.19
16/09/2013 16:00:00,97.79
17/09/2013 16:00:00,98.75
18/09/2013 16:00:00,98.59
19/09/2013 16:00:00,98.05
20/09/2013 16:00:00,96.3
23/09/2013 16:00:00,95.86
24/09/2013 16:00:00,95.95
25/09/2013 16:00:00,95.73
26/09/2013 16:00:00,96.37
27/09/2013 16:00:00,96.25
30/09/2013 16:00:00,95.26
01/10/2013 16:00:00,96.14
02/10/2013 16:00:00,95.18
03/10/2013 16:00:00,93.08
04/10/2013 16:00:00,93.32
07/10/2013 16:00:00,94.98
08/10/2013 16:00:00,94.09
09/10/2013 16:00:00,94.1
10/10/2013 16:00:00,97.1
11/10/2013 16:00:00,98.36
14/10/2013 16:00:00,98.81
15/10/2013 16:00:00,97.35
16/10/2013 16:00:00,98.68
17/10/2013 16:00:00,100.73
18/10/2013 16:00:00,101.59
21/10/2013 16:00:00,100.2
22/10/2013 16:00:00,101.46
23/10/2013 16:00:00,105.56
24/10/2013 16:00:00,107.48
25/10/2013 16:00:00,108.37
28/10/2013 16:00:00,107.86
29/10/2013 16:00:00,108.31
30/10/2013 16:00:00,107.6
31/10/2013 16:00:00,107.51
01/11/2013 16:00:00,108.12
04/11/2013 16:00:00,108.65
05/11/2013 16:00:00,109.12
06/11/2013 16:00:00,109.62
07/11/2013 16:00:00,108.67
08/11/2013 16:00:00,110.73
11/11/2013 16:00:00,110.17
12/11/2013 16:00:00,109.35
13/11/2013 16:00:00,109.31
14/11/2013 16:00:00,110.1
15/11/2013 16:00:00,109.53
18/11/2013 16:00:00,110.58
19/11/2013 16:00:00,110.25
20/11/2013 16:00:00,109.78
21/11/2013 16:00:00,110.77
22/11/2013 16:00:00,112.01
25/11/2013 16:00:00,111.65
26/11/2013 16:00:00,111.97
27/11/2013 16:00:00,113.95
29/11/2013 16:00:00,112.68
02/12/2013 16:00:00,111.82
03/12/2013 16:00:00,112.52
04/12/2013 16:00:00,110.49
05/12/2013 16:00:00,109.54
06/12/2013 16:00:00,110.26
09/12/2013 16:00:00,109.94
10/12/2013 16:00:00,110.13
11/12/2013 16:00:00,107.52
12/12/2013 16:00:00,108.03
13/12/2013 16:00:00,108.92
16/12/2013 16:00:00,109.66
17/12/2013 16:00:00,109.57
18/12/2013 16:00:00,111.48
19/12/2013 16:00:00,110.55
20/12/2013 16:00:00,112.26
23/12/2013 16:00:00,112.53
24/12/2013 16:00:00,114.22
26/12/2013 16:00:00,115.32
27/12/2013 16:00:00,114.7
30/12/2013 16:00:00,113.93
31/12/2013 16:00:00,114.61
02/01/2014 16:00:00,113.23
03/01/2014 16:00:00,113.58
06/01/2014 16:00:00,113.8
07/01/2014 16:00:00,114.51
08/01/2014 16:00:00,115.19
09/01/2014 16:00:00,115.63
10/01/2014 16:00:00,116.37
13/01/2014 16:00:00,115.63
14/01/2014 16:00:00,117.11
15/01/2014 16:00:00,117.88
16/01/2014 16:00:00,118.29
17/01/2014 16:00:00,118.24
21/01/2014 16:00:00,119.19
22/01/2014 16:00:00,120.32
23/01/2014 16:00:00,117.5
24/01/2014 16:00:00,113.45
27/01/2014 16:00:00,112.7
28/01/2014 16:00:00,112.01
29/01/2014 16:00:00,112.13
30/01/2014 16:00:00,113.25
31/01/2014 16:00:00,115.55
